record_group,field_name,source_labels_seen,definition,first_seen_file_id,files_processed,files_checked_for_field,files_with_field,presence_pct,total_observations,avg_observations_when_present,extractability,alt_investment_use,provisional_class,merged_into,example_file_id,example_page,notes
document_context,issuing_body,issuer; IPEV Board; AIMA; Grant Thornton; JLL,Organization issuing the valuation document.,SRC132,6,6,6,100.0,117,19.5,HIGH,Document provenance.,CORE,,SRC132,1,
document_context,report_or_valuation_date,valuation report date; valuation date; as of; edition date,Printed date governing the report or valuation.,SRC132,6,6,6,100.0,103,17.17,HIGH,Time key for valuation evidence.,CORE,,SRC132,3,
document_context,valuation_scope,portfolio; investments; property; real estate; private equity; venture capital,Asset/fund scope to which the methodology or valuation applies.,SRC132,6,6,6,100.0,1551,258.5,HIGH,Prevents applying a method outside its intended asset scope.,CORE,,SRC132,1,
valuation_result,subject_name,investment; investee company; portfolio; property; company,Printed subject being valued.,SRC132,6,6,6,100.0,1550,258.33,MEDIUM,Valuation record identity.,CORE,,SRC132,1,
valuation_result,valuation_date,valuation date; as of,Printed date for the specific valuation result.,SRC132,6,6,4,66.7,71,17.75,HIGH,Point-in-time result key.,CORE,,SRC132,3,
valuation_result,value_type,Fair Value; Gross Portfolio Value; Net Asset Value; NAV,Printed valuation measure/type.,SRC132,6,6,6,100.0,1177,196.17,HIGH,"Distinguishes gross, net, and fair-value measures.",CORE,,SRC132,1,
valuation_result,fair_value,fair value; gross portfolio value; NAV,Printed monetary valuation result when present.,SRC132,6,6,6,100.0,1177,196.17,MEDIUM,Primary valuation output.,CORE,,SRC132,1,
valuation_result,currency,GBP; USD; EUR; £; $; €,Printed currency of the valuation result.,SRC132,6,6,3,50.0,12,4.0,HIGH,Preserves value units.,CORE,,SRC132,2,
valuation_method,method_name,Market Approach; Income Approach; Discounted Cash Flow; Earnings Multiple; Revenue Multiple; Price of Recent Investment; Net Assets,Named valuation technique.,SRC132,6,6,4,66.7,196,49.0,HIGH,Method selection and comparability.,CORE,,SRC132,1,Second pass compressed legacy method-specific schemas into one repeating valuation_method record.
valuation_method,method_scope,enterprise value; equity value; debt investment; asset approach,Printed object/level to which the method applies.,SRC556,6,6,3,50.0,334,111.33,MEDIUM,Clarifies valuation level and instrument type.,CORE,,SRC556,9,
valuation_method,valuation_basis,market participant; orderly transaction; current market data; unit of account,Printed fair-value basis/standard.,SRC132,6,6,4,66.7,585,146.25,MEDIUM,Governance and accounting consistency.,CORE,,SRC132,1,
valuation_method,calibration_reference,calibration; transaction price; entry multiple; recent investment,Printed calibration/reference point used to anchor a method.,SRC556,6,6,3,50.0,178,59.33,MEDIUM,Tracks method calibration without calculating.,CORE,,SRC556,3,
valuation_input,input_name,EBITDA; revenue; earnings; cash flow; discount rate; multiple; net debt; enterprise value,Printed valuation input/assumption name.,SRC132,6,6,4,66.7,1120,280.0,HIGH,Repeating input record key.,CORE,,SRC132,2,Second pass compressed arbitrary DCF/multiple/debt/property inputs into one repeating valuation_input record.
